State_Code,Issuer_Id,Issuer_Name,Source_Name,Import_Date,Market_Coverage,ServiceArea_Id,Is_New_Plan,Plan_Type,Metal_Level,Notice_Pregnancy,Referral_Required,EHBPercent_TotalPremium,Out_Country_Coverage,Out_ServiceArea_Coverage,MedDrug_Deductibles_Int,MedDrug_Max_OOP_Int,HSA_Eligibility
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS003,New,HMO,Silver,No,No,0.982876117,Yes,No,No,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS002,New,HMO,Silver,No,No,0.982876117,Yes,No,No,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS002,New,HMO,Silver,No,No,0.982876117,Yes,No,No,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS002,New,HMO,Silver,No,No,0.982876117,Yes,No,No,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS002,New,HMO,Silver,No,No,0.982876117,Yes,No,No,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS002,New,HMO,Silver,No,No,0.982876117,Yes,No,No,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS002,New,HMO,Silver,No,No,0.982876117,Yes,No,No,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS002,New,HMO,Silver,No,No,0.982876117,Yes,No,No,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS001,New,HMO,Silver,No,No,0.982876117,Yes,No,No,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS001,New,HMO,Silver,No,No,0.982876117,Yes,No,No,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS001,New,HMO,Silver,No,No,0.982876117,Yes,No,No,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS001,New,HMO,Silver,No,No,0.982876117,Yes,No,No,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS001,New,HMO,Silver,No,No,0.982876117,Yes,No,No,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS001,New,HMO,Silver,No,No,0.982876117,Yes,No,No,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS001,New,HMO,Silver,No,No,0.982876117,Yes,No,No,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS003,New,HMO,Gold,No,No,0.990987446,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS003,New,HMO,Gold,No,No,0.990987446,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS003,New,HMO,Gold,No,No,0.990987446,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS003,New,HMO,Gold,No,No,0.990987446,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS002,New,HMO,Gold,No,No,0.990987446,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS002,New,HMO,Gold,No,No,0.990987446,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS002,New,HMO,Gold,No,No,0.990987446,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS002,New,HMO,Gold,No,No,0.990987446,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS001,New,HMO,Gold,No,No,0.990987446,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS001,New,HMO,Gold,No,No,0.990987446,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS001,New,HMO,Gold,No,No,0.990987446,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS001,New,HMO,Gold,No,No,0.990987446,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS003,New,HMO,Gold,No,No,0.974319314,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS003,New,HMO,Gold,No,No,0.974319314,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS003,New,HMO,Gold,No,No,0.974319314,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS003,New,HMO,Gold,No,No,0.974319314,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS002,New,HMO,Gold,No,No,0.974319314,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS002,New,HMO,Gold,No,No,0.974319314,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS002,New,HMO,Gold,No,No,0.974319314,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS002,New,HMO,Gold,No,No,0.974319314,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS001,New,HMO,Gold,No,No,0.974319314,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS001,New,HMO,Gold,No,No,0.974319314,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS001,New,HMO,Gold,No,No,0.974319314,Yes,No,Yes,Yes,No
LA,98780,CHRISTUS Health Plan,HIOS,24-09-2024,Individual,LAS001,New,HMO,Gold,No,No,0.974319314,Yes,No,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Catastrophic,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Catastrophic,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,Yes
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,Yes
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS006,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS006,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS006,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS006,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS006,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS006,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS006,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,Yes
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,Yes
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,Yes
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,SERFF,14-08-2024,Individual,MIS001,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS003,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS003,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS003,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS003,Existing,HMO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS001,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,Yes
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS001,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,Yes
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS001,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS001,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,Yes
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,Yes
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,Yes
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,Yes
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,Yes
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,Yes
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,Yes
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,Yes
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS001,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS001,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS001,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS001,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,New,HMO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS001,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS001,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS001,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS001,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS001,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS001,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS001,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS004,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS005,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS006,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
MI,29698,Priority Health,SERFF,13-08-2024,Individual,MIS007,New,HMO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
